id,deskripsi
380,"Berdekatan dengan hari besar:
- Eid al-Fitr (10-04-2024)
- Eid al-Fitr Second Day (11-04-2024)

Terjadi peristiwa:
- Menurut media BBC, pada 16 Apr 2024, Bencana alam: Tanah longsor di Tana Toraja menewaskan 20 warga, bagaimana cara antisipasi tanah longsor?
- Menurut media Suara Surabaya, pada 19 Apr 2024, BMKG: Sebagian Besar Wilayah Indonesia Berstatus Waspada Cuaca Ekstrem Bahkan Hujan Es
- Menurut media Suara Merdeka Pantura, pada 18 Apr 2024, BPBD Pemalang Siapkan Tim Hadapi Cuaca Ekstrem"
381,"Berdekatan dengan hari besar:
- Christmas Day (25-12-2023)
- New Year's Day (01-01-2024)

Terjadi peristiwa:
- Menurut media beritajatim.com, pada 02 Jan 2024, 221 Bencana Terjadi di Magetan Selama 2023, Mayoritas Pohon Tumbang"
382,"Berdekatan dengan hari besar:
- New Year's Day (01-01-2024)

Terjadi peristiwa:
- Menurut media Kompas.tv, pada 08 Jan 2024, BMKG: Waspada Gelombang Tinggi di 26 Wilayah Perairan Indonesia 8-9 Januari 2024
- Menurut media RRI.co.id, pada 19 Jan 2024, BMKG Waspadai Potensi Cuaca Ekstrim Pada Puncak Musim Hujan
- Menurut media Jatimtimes, pada 17 Jan 2024, Studi Lapang Mahasiswa Unisba Blitar, Menapaki Jejak Produksi Benih di PT Benih Citra Asia
- Menurut media Jatim Network, pada 09 Jan 2024, PVMBG Tetap Rekomendasikan Masyarakat Tidak Dekati Kawah Gunung Lamongan di Lumajang, Meski Berstatus Normal
- Menurut media Jember Network, pada 10 Jan 2024, Piknik Seru di Jember Mini Zoo, Wisata Edukasi Bermain Bersama Satwa, Cek Lokasi dan Harga Tiketnya"
383,"Berdekatan dengan hari besar:
- Isra' and Mi'raj (08-02-2024)
- Lunar New Year (10-02-2024)
- General Election Day (14-02-2024)
- Day of Silence (11-03-2024)
- Good Friday (29-03-2024)
- Easter Sunday (31-03-2024)
- Eid al-Fitr (10-04-2024)
- Eid al-Fitr Second Day (11-04-2024)

Terjadi peristiwa:
- Menurut media GoodStats, pada 07 Mar 2024, Cek Harga Terkini Beras Maret 2024, Tertinggi di Provinsi Mana Saja?
- Menurut media Universitas Muhammadiyah Surabaya, pada 27 Feb 2024, Harga Beras Naik Terus, Pakar Ekonomi UM Surabaya Beri Tanggapan Ini
- Menurut media blitarkota.go.id, pada 13 Mar 2024, WASPADA ANGIN KENCANG! SEJUMLAH POHON TUMBANG, TIDAK ADA KORBAN JIWA
- Menurut media Kompas.tv, pada 13 Mar 2024, Waspada! Angin Kencang dan Cuaca Ekstrem Melanda Malang Raya
- Menurut media BBC, pada 28 Feb 2024, Cuaca: Petir dan angin puting beliung di Jawa Barat, banjir di Jawa Tengah dan Lampung – Mengapa cuaca ekstrem terjadi dan sampai kapan?
- Menurut media Republik Jatim, pada 27 Feb 2024, Antisipasi Cuaca Ekstrim, Pemkab Sidoarjo Siagakan Layanan Call Center 112 Selama 24 Jam
- Menurut media ANTARA News, pada 22 Mar 2024, Laut menghangat, waspadai potensi cuaca ekstrem dan badai
- Menurut media Suara Surabaya, pada 19 Apr 2024, BMKG: Sebagian Besar Wilayah Indonesia Berstatus Waspada Cuaca Ekstrem Bahkan Hujan Es
- Menurut media Suara Merdeka Pantura, pada 18 Apr 2024, BPBD Pemalang Siapkan Tim Hadapi Cuaca Ekstrem
- Menurut media Liputan6.com, pada 04 Mar 2024, Mengetahui El Nino, Fenomena Alam yang Jadi Salah Satu Penyebab Melonjaknya Harga Pangan Indonesia
- Menurut media Radar Nganjuk, pada 01 Mar 2024, Waspada! Cuaca Ekstrem Masih Terjadi di Kabupaten Nganjuk.
- Menurut media BBC, pada 16 Apr 2024, Bencana alam: Tanah longsor di Tana Toraja menewaskan 20 warga, bagaimana cara antisipasi tanah longsor?
- Menurut media Jember Network, pada 06 Mar 2024, Kebutuhan Pokok di Pasaran Makin Meroket Naik Menjelang Ramadhan 2024, Harga Beras Makin Melambung
- Menurut media Selingkar Wilis, pada 14 Mar 2024, Update Harga Jagung Kering di Jawa Timur Pekan Pertama Puasa 2024
- Menurut media Selingkar Wilis, pada 13 Mar 2024, Harga Jagung Tingkat Petani Mulai Turun, Menukik Ekstrim di Bawah HAP"
384,"Berdekatan dengan hari besar:
- International Labor Day (01-05-2024)

Terjadi peristiwa:
- Menurut media pertanian.go.id, pada 25 Apr 2024, Bantuan Terus Mengalir, Kementan Konsisten Bantu Petani"
385,"Berdekatan dengan hari besar:
- International Labor Day (01-05-2024)
- Ascension Day (09-05-2024)"
386,"Berdekatan dengan hari besar:
- Ascension Day (09-05-2024)
- Vesak Day (23-05-2024)
- Pancasila Day (01-06-2024)
- Eid al-Adha (17-06-2024)
- Islamic New Year (07-07-2024)

Terjadi peristiwa:
- Menurut media pertanian.go.id, pada 14 May 2024, Mentan Minta Pulau Madura Jadi Kekuatan Swasembada dan Lumbung Pangan Dunia
- Menurut media DPD PDI Perjuangan Jawa Timur, pada 04 Jul 2024, Daniel Rohi Soroti Maraknya Alih Fungsi Lahan Produktif Pertanian di Kota Malang
- Menurut media Kompas.tv, pada 21 May 2024, Peringatan Dini, Berikut Daftar Wilayah Berpotensi Alami Cuaca Ekstrem Rabu 22 Mei 2024
- Menurut media Tabloid Sinar Tani, pada 05 Jul 2024, Singkong, Potensi yang Dipinggirkan
- Menurut media RRI.co.id, pada 18 May 2024, Cuaca Ekstrim,Harga Kangkung di Pasar Sukaramai Naik
- Menurut media detikcom, pada 21 May 2024, Puncak Gedung Tertinggi di China Sempat Membeku Gegara Cuaca Ekstrem
- Menurut media DPD PDI Perjuangan Jawa Timur, pada 25 May 2024, Next Level Pertanian Mandiri di Kabupaten Ngawi
- Menurut media Suara.com, pada 17 Jun 2024, Panen Cuan Tukang Cukur di Jamarat: Satu Kepala yang Dibotaki Dibayar Rp129 Ribu
- Menurut media RRI.co.id, pada 26 Jun 2024, Perubahan Iklim Cuaca Ekstrim Berdampak Pada Tanaman Petani
- Menurut media RRI.co.id, pada 19 May 2024, Cuaca Buruk Harga Ikan di Pasar Tual Meroket"
387,Tidak ditemukan peristiwa dalam periode tersebut.
388,"Berdekatan dengan hari besar:
- Independence Day (17-08-2024)"
389,"Berdekatan dengan hari besar:
- Independence Day (17-08-2024)"
390,"Berdekatan dengan hari besar:
- Independence Day (17-08-2024)"
391,"Berdekatan dengan hari besar:
- Independence Day (17-08-2024)"
392,Tidak ditemukan peristiwa dalam periode tersebut.
393,Tidak ditemukan peristiwa dalam periode tersebut.
394,Tidak ditemukan peristiwa dalam periode tersebut.
395,"Berdekatan dengan hari besar:
- Local Election Day (27-11-2024)

Terjadi peristiwa:
- Menurut media Berita Nasional - Media Pencerah Bangsa, pada 04 Dec 2024, Cuaca Ekstrem di Kabupaten Sukabumi Picu Banjir hingga Pergerakan Tanah
- Menurut media Kantor Berita Kemanusiaan, pada 01 Dec 2024, PBB: Krisis iklim picu cuaca ekstrim"
396,Tidak ditemukan peristiwa dalam periode tersebut.
397,Tidak ditemukan peristiwa dalam periode tersebut.
398,"Berdekatan dengan hari besar:
- Christmas Day (25-12-2024)"
399,"Berdekatan dengan hari besar:
- Christmas Day (25-12-2024)
- New Year's Day (01-01-2025)

Terjadi peristiwa:
- Menurut media CNN Indonesia, pada 30 Dec 2024, BMKG Prediksi Cuaca Ekstrem Tak Terjadi Saat Pergantian Tahun
- Menurut media Nusa Daily, pada 31 Dec 2024, BMKG Surabaya Sebut Cuaca Ekstrem Berpotensi Landa Jatim saat Malam Pergantian Tahun"
400,"Berdekatan dengan hari besar:
- Christmas Day (25-12-2023)
- New Year's Day (01-01-2024)
- Isra' and Mi'raj (08-02-2024)
- Lunar New Year (10-02-2024)
- General Election Day (14-02-2024)
- Day of Silence (11-03-2024)
- Good Friday (29-03-2024)
- Easter Sunday (31-03-2024)

Terjadi peristiwa:
- Menurut media GoodStats, pada 07 Mar 2024, Cek Harga Terkini Beras Maret 2024, Tertinggi di Provinsi Mana Saja?
- Menurut media Universitas Muhammadiyah Surabaya, pada 27 Feb 2024, Harga Beras Naik Terus, Pakar Ekonomi UM Surabaya Beri Tanggapan Ini
- Menurut media blitarkota.go.id, pada 13 Mar 2024, WASPADA ANGIN KENCANG! SEJUMLAH POHON TUMBANG, TIDAK ADA KORBAN JIWA
- Menurut media Kompas.tv, pada 13 Mar 2024, Waspada! Angin Kencang dan Cuaca Ekstrem Melanda Malang Raya
- Menurut media BBC, pada 28 Feb 2024, Cuaca: Petir dan angin puting beliung di Jawa Barat, banjir di Jawa Tengah dan Lampung – Mengapa cuaca ekstrem terjadi dan sampai kapan?
- Menurut media Republik Jatim, pada 27 Feb 2024, Antisipasi Cuaca Ekstrim, Pemkab Sidoarjo Siagakan Layanan Call Center 112 Selama 24 Jam
- Menurut media ANTARA News, pada 22 Mar 2024, Laut menghangat, waspadai potensi cuaca ekstrem dan badai
- Menurut media Liputan6.com, pada 04 Mar 2024, Mengetahui El Nino, Fenomena Alam yang Jadi Salah Satu Penyebab Melonjaknya Harga Pangan Indonesia
- Menurut media Radar Nganjuk, pada 01 Mar 2024, Waspada! Cuaca Ekstrem Masih Terjadi di Kabupaten Nganjuk.
- Menurut media Kompas.com, pada 01 Mar 2024, Cuaca Ekstrem Masih Akan Berlangsung sampai 8 Maret 2024, Ini Daftar Wilayahnya
- Menurut media Tempo.co, pada 23 Feb 2024, Kelebihan 5 Beras Analog, Sumber Karbohidrat Alternatif saat Harga Beras Naik
- Menurut media Espos.id, pada 26 Jan 2024, Cuaca Ekstrem, Jalur Pendakian Gunung Lawu via Cemorosewu Magetan Masih Ditutup
- Menurut media Jember Network, pada 06 Mar 2024, Kebutuhan Pokok di Pasaran Makin Meroket Naik Menjelang Ramadhan 2024, Harga Beras Makin Melambung
- Menurut media Selingkar Wilis, pada 14 Mar 2024, Update Harga Jagung Kering di Jawa Timur Pekan Pertama Puasa 2024
- Menurut media Selingkar Wilis, pada 13 Mar 2024, Harga Jagung Tingkat Petani Mulai Turun, Menukik Ekstrim di Bawah HAP
- Menurut media Jember Network, pada 10 Jan 2024, Piknik Seru di Jember Mini Zoo, Wisata Edukasi Bermain Bersama Satwa, Cek Lokasi dan Harga Tiketnya"
401,"Berdekatan dengan hari besar:
- Good Friday (29-03-2024)
- Easter Sunday (31-03-2024)
- Eid al-Fitr (10-04-2024)
- Eid al-Fitr Second Day (11-04-2024)

Terjadi peristiwa:
- Menurut media kejati-jatim.go.id, pada 04 Apr 2024, Berbagi Itu Indah Sebagai Wujud Empaty Kepada Korban Bencana Alam di Pulau Bawean"
402,"Berdekatan dengan hari besar:
- Easter Sunday (31-03-2024)
- Eid al-Fitr (10-04-2024)
- Eid al-Fitr Second Day (11-04-2024)"
403,"Berdekatan dengan hari besar:
- International Labor Day (01-05-2024)
- Ascension Day (09-05-2024)

Terjadi peristiwa:
- Menurut media pertanian.go.id, pada 25 Apr 2024, Bantuan Terus Mengalir, Kementan Konsisten Bantu Petani
- Menurut media republika.co.id, pada 22 Apr 2024, Harga Bawang Merah Super di Majalengka Tembus Rp 80 Ribu Per Kilogram
- Menurut media VIVA Banyuwangi, pada 26 Apr 2024, BMKG Banyuwangi: Waspada Cuaca Ekstrim dan Gelombang Tinggi"
404,"Berdekatan dengan hari besar:
- International Labor Day (01-05-2024)
- Ascension Day (09-05-2024)
- Vesak Day (23-05-2024)

Terjadi peristiwa:
- Menurut media pertanian.go.id, pada 14 May 2024, Mentan Minta Pulau Madura Jadi Kekuatan Swasembada dan Lumbung Pangan Dunia
- Menurut media RRI.co.id, pada 18 May 2024, Cuaca Ekstrim,Harga Kangkung di Pasar Sukaramai Naik
- Menurut media Memorandum.co.id, pada 12 May 2024, PG Kebonagung Kembangkan Varietas Tebu Tahan Cuaca Ekstrem
- Menurut media Kabar Sulsel Indonesia.Com, pada 10 May 2024, Kabag EKSDA MBD Akui Sering Terjadi Kelangkaan BBM Pasca Cuaca Ekstrim
- Menurut media RRI.co.id, pada 11 May 2024, Harga Bahan Pangan Meningkat Krisis Pangan Mulai Terasa
- Menurut media RRI.co.id, pada 19 May 2024, Cuaca Buruk Harga Ikan di Pasar Tual Meroket"
405,"Berdekatan dengan hari besar:
- Vesak Day (23-05-2024)
- Pancasila Day (01-06-2024)

Terjadi peristiwa:
- Menurut media Kompas.tv, pada 21 May 2024, Peringatan Dini, Berikut Daftar Wilayah Berpotensi Alami Cuaca Ekstrem Rabu 22 Mei 2024
- Menurut media DPD PDI Perjuangan Jawa Timur, pada 25 May 2024, Next Level Pertanian Mandiri di Kabupaten Ngawi
- Menurut media RRI.co.id, pada 21 May 2024, Gerakan Pangan Murah di Kabupaten TTS
- Menurut media detikcom, pada 21 May 2024, Puncak Gedung Tertinggi di China Sempat Membeku Gegara Cuaca Ekstrem
- Menurut media beritajatim.com, pada 27 May 2024, Tiba di Makkah Pagi, Sebaiknya Umroh Wajib Malam"
406,"Berdekatan dengan hari besar:
- Pancasila Day (01-06-2024)
- Eid al-Adha (17-06-2024)

Terjadi peristiwa:
- Menurut media RRI.co.id, pada 26 Jun 2024, Perubahan Iklim Cuaca Ekstrim Berdampak Pada Tanaman Petani
- Menurut media Suara.com, pada 17 Jun 2024, Panen Cuan Tukang Cukur di Jamarat: Satu Kepala yang Dibotaki Dibayar Rp129 Ribu"
407,"Berdekatan dengan hari besar:
- Islamic New Year (07-07-2024)

Terjadi peristiwa:
- Menurut media DPD PDI Perjuangan Jawa Timur, pada 04 Jul 2024, Daniel Rohi Soroti Maraknya Alih Fungsi Lahan Produktif Pertanian di Kota Malang
- Menurut media Tabloid Sinar Tani, pada 05 Jul 2024, Singkong, Potensi yang Dipinggirkan
- Menurut media beritajatim.com, pada 29 Jun 2024, Ombak Besar, Harga Ikan di Pasar Kradenan Tuban Naik Drastis"
408,"Berdekatan dengan hari besar:
- Islamic New Year (07-07-2024)"
409,Tidak ditemukan peristiwa dalam periode tersebut.
410,Tidak ditemukan peristiwa dalam periode tersebut.
411,"Terjadi peristiwa:
- Menurut media CNBC Indonesia, pada 01 Aug 2024, BMKG Sudah Ingatkan, Ini Biang Kerok Harga Cabai Rawit Merah Meledak"
412,"Berdekatan dengan hari besar:
- Independence Day (17-08-2024)"
413,"Terjadi peristiwa:
- Menurut media BBC, pada 04 Sep 2024, Papua: Pemerintah klaim kemiskinan ekstrem 0% akhir 2024, di Papua bertahan hidup ‘harus setengah mati‘
- Menurut media Kompasiana.com, pada 04 Sep 2024, Perubahan Iklim Ancam Produktivitas Pertanian: Petani Hadapi Tantangan Cuaca Ekstrim"
414,"Berdekatan dengan hari besar:
- Prophet's Birthday (16-09-2024)"
415,Tidak ditemukan peristiwa dalam periode tersebut.
416,Tidak ditemukan peristiwa dalam periode tersebut.
417,Tidak ditemukan peristiwa dalam periode tersebut.
418,Tidak ditemukan peristiwa dalam periode tersebut.
419,"Terjadi peristiwa:
- Menurut media Antara News jatim, pada 13 Nov 2024, Polisi pasang rambu peringatan di jalur tanjakan ekstrem Trenggalek
- Menurut media Pikiran-Rakyat.com, pada 13 Nov 2024, Cuaca Ekstrem di Sumatera Barat! Hujan Deras dan Petir Siap Mengguncang Malam Ini!"
420,Tidak ditemukan peristiwa dalam periode tersebut.
421,"Berdekatan dengan hari besar:
- Local Election Day (27-11-2024)

Terjadi peristiwa:
- Menurut media Nusa Daily, pada 19 Nov 2024, Satu Rumah Warga Magetan Hancur Disambar Petir"
422,"Berdekatan dengan hari besar:
- Local Election Day (27-11-2024)

Terjadi peristiwa:
- Menurut media CNN Indonesia, pada 06 Dec 2024, Petani Khawatir Harga Cabai 'Terbang' Gegara Terdampak Cuaca Ekstrem
- Menurut media HARIAN DISWAY, pada 24 Nov 2024, Tiga Faktor Ini Picu Cuaca Ekstrem Saat Nataru 2024/2025
- Menurut media KONTAN, pada 06 Dec 2024, Cuaca Ekstrem Ancam Jawa Tengah 6-8 Desember 2024, Ini Daerah yang Terdampak
- Menurut media RRI.co.id, pada 06 Dec 2024, Pengaruh Cuaca Buruk, Harga Ikan di Banjarmasin Naik ​
- Menurut media Berita Nasional - Media Pencerah Bangsa, pada 04 Dec 2024, Cuaca Ekstrem di Kabupaten Sukabumi Picu Banjir hingga Pergerakan Tanah
- Menurut media Kantor Berita Kemanusiaan, pada 01 Dec 2024, PBB: Krisis iklim picu cuaca ekstrim"
423,"Berdekatan dengan hari besar:
- Christmas Day (25-12-2024)

Terjadi peristiwa:
- Menurut media BBC, pada 10 Dec 2024, Hujan dengan intensitas tinggi bahkan ekstrem berpotensi terjadi hingga akhir Desember, apa dampaknya di berbagai wilayah Indonesia?
- Menurut media Kompas.tv, pada 16 Dec 2024, BMKG Peringatkan Potensi Hujan Lebat, Waspada Bencana Hidrometeorologi Senin 16 Desember 2024
- Menurut media detikcom, pada 12 Dec 2024, Petani Garam di Probolinggo Gagal Panen Imbas Hujan Terus-menerus"
424,"Berdekatan dengan hari besar:
- Christmas Day (25-12-2024)

Terjadi peristiwa:
- Menurut media Bisnis.com, pada 22 Dec 2024, RI Diterpa La Nina hingga April 2025, Pemerintah Diminta Jaga Pasokan Pangan"
425,"Berdekatan dengan hari besar:
- Christmas Day (25-12-2024)
- New Year's Day (01-01-2025)

Terjadi peristiwa:
- Menurut media CNN Indonesia, pada 30 Dec 2024, BMKG Prediksi Cuaca Ekstrem Tak Terjadi Saat Pergantian Tahun
- Menurut media Nusa Daily, pada 31 Dec 2024, BMKG Surabaya Sebut Cuaca Ekstrem Berpotensi Landa Jatim saat Malam Pergantian Tahun
- Menurut media Antara News jatim, pada 29 Dec 2024, Belasan kapal layani lonjakan penumpang di Pelabuhan Tanjung Perak"
426,"Berdekatan dengan hari besar:
- New Year's Day (01-01-2025)
- Isra' and Mi'raj (27-01-2025)
- Lunar New Year (29-01-2025)

Terjadi peristiwa:
- Menurut media detikNews, pada 13 Feb 2025, Isu Beras Impor dan Upaya Jaga Kesejahteraan Petani
- Menurut media Berita Cikarang, pada 14 Jan 2025, Kenaikan Harga Cabai Disebabkan Karena Cuaca Ekstrem
- Menurut media ANTARA News, pada 13 Jan 2025, Bapanas sebut kenaikan harga cabai karena cuaca ekstrem
- Menurut media DPD PDI Perjuangan Jawa Timur, pada 04 Jan 2025, 2-10 Januari Bakal Terjadi Cuaca Ekstrem, Ini Imbauan Eri untuk Warga Surabaya
- Menurut media Lumajang Satu, pada 17 Jan 2025, Waduh, Akhir Januari 2025 Lumajang Diprediksi Dilanda Cuaca Ekstrim Warga Diminta Waspada
- Menurut media Tempo.co, pada 30 Jan 2025, BMKG Ingatkan Cuaca Ekstrem di Jawa Tengah, Pemprov Jakarta Siapkan Modifikasi Cuaca
- Menurut media Espos.id, pada 13 Jan 2025, Harga Cabai Melejit Gara-gara Cuaca Ekstrem
- Menurut media Radar Bromo, pada 18 Jan 2025, Waspada...Cuaca Ekstrim Diprediksi Berlangsung Sepekan
- Menurut media GoodStats, pada 18 Jan 2025, Jawa Barat Jadi Provinsi yang Paling Sering Alami Cuaca Ekstrem
- Menurut media RRI.co.id, pada 09 Mar 2025, Pasca Banjir Sampang, Tetap Waspadai Cuaca Ekstrem
- Menurut media tvOneNews, pada 03 Feb 2025, BMKG Warning Kecepatan Angin 54 Km Per Jam, Waspada Cuaca Ekstrim Tiga Hari Kedepan
- Menurut media Jawa Pos, pada 16 Feb 2025, Kok Bisa! Bulog Pangkalan Bun Hentikan Pasokan Beras SPHP
- Menurut media RRI.co.id, pada 16 Feb 2025, Cuaca Ekstrem, Banjir Melanda Sejumlah Wilayah di Indonesia"
427,"Terjadi peristiwa:
- Menurut media Antara News jatim, pada 12 Mar 2025, Pemkab Lamongan tanam padi musim kedua guna dukung swasembada pangan nasional"
428,Tidak ditemukan peristiwa dalam periode tersebut.
429,"Terjadi peristiwa:
- Menurut media RRI.co.id, pada 20 Mar 2025, Kalbar Berpotensi Dilanda Hujan Hingga Akhir Maret"
430,"Berdekatan dengan hari besar:
- Day of Silence (29-03-2025)
- Eid al-Fitr (31-03-2025)
- Eid al-Fitr Second Day (01-04-2025)"
431,"Berdekatan dengan hari besar:
- Eid al-Fitr (31-03-2025)
- Eid al-Fitr Second Day (01-04-2025)
- Good Friday (18-04-2025)
- Easter Sunday (20-04-2025)
- International Labor Day (01-05-2025)
- Vesak Day (12-05-2025)
- Ascension Day (29-05-2025)

Terjadi peristiwa:
- Menurut media detikcom, pada 21 Apr 2025, Awas! Cuaca Ekstrem Landa Sejumlah Wilayah di Jatim hingga 27 April 2025
- Menurut media Kompas.com, pada 07 May 2025, Cuaca Esktrem Landa 9 Kecamatan di Sukabumi, 33 Rumah Rusak
- Menurut media Radar Bangkalan, pada 18 May 2025, Petani Tembakau Cemas Hadapi Musim Tanam 2025 Akibat Hujan Ekstrem
- Menurut media CNN Indonesia, pada 20 May 2025, Sejumlah Wilayah Diprediksi Alami Musim Kemarau Basah, Ini Daftarnya
- Menurut media Radar Tulungagung, pada 07 Apr 2025, Pembangunan JLS Lot 1A-1B di Tulungagung Terkendala Cuaca Ekstrim
- Menurut media Kompas.com, pada 11 May 2025, 14 Wilayah Jawa Tengah yang Masuk Musim Kemarau Pertengahan Mei 2025, Mana Saja?
- Menurut media Radar Kediri, pada 09 Apr 2025, BMKG Ingatkan Warga Kediri Raya Waspada Cuaca Ekstrem saat Pancaroba
- Menurut media Jatim Hari Ini, pada 29 Apr 2025, BNNP Bersama Pemkab Sampang Musnahkan Barang Bukti Narkotika
- Menurut media Jatim Hari Ini, pada 24 Apr 2025, Tingkatkan Layanan, Praktek Dokter Poli Jantung di RSMZ Sampang Buka di Hari Libur
- Menurut media Radar Banyuwangi, pada 24 May 2025, Waspada! Gelombang Tinggi Landa Selat Bali Hari Ini, BPTD Jatim Sebut Cuaca Berubah Sejak Kamis"
432,"Berdekatan dengan hari besar:
- Ascension Day (29-05-2025)
- Pancasila Day (01-06-2025)
- Eid al-Adha (06-06-2025)

Terjadi peristiwa:
- Menurut media Diskominfo Kota Kediri, pada 30 May 2025, Luncurkan ATM Beras Mapan, Upaya Nyata Pemkot Kediri Atasi Kemiskinan Ekstrem
- Menurut media Radar Tulungagung, pada 29 May 2025, Bukan Horor, Asal Muasal Pantai Banteng Mati di Blitar, Nama Unik Berasal dari Peristiwa Nyata yang Pernah Terjadi di Lokasi Tersebut
- Menurut media Radar Tulungagung, pada 30 May 2025, Larang Tambang Emas Tradisional di Desa Keboireng Tulungagung, Polsek Beberkan Alasan Terkait Langkah Tersebut"
433,"Berdekatan dengan hari besar:
- Ascension Day (29-05-2025)
- Pancasila Day (01-06-2025)
- Eid al-Adha (06-06-2025)

Terjadi peristiwa:
- Menurut media Radar Jogja, pada 04 Jun 2025, BMKG Yogyakarta Ungkap Penyebab Cuaca Cepat Berubah, Pagi Panas-Sore Hujan"
434,"Berdekatan dengan hari besar:
- Islamic New Year (27-06-2025)
- Independence Day (17-08-2025)
- Prophet's Birthday (05-09-2025)

Terjadi peristiwa:
- Menurut media Kompas.tv, pada 22 Jul 2025, Cuaca Ekstrem Masih Berpotensi Terjadi di Tengah Musim Kemarau, Ini Kata BMKG
- Menurut media Aktual.com, pada 07 Jul 2025, Produksi Beras Melimpah, Harga Melonjak, Siapa Bermain?
- Menurut media MetroTVNews.com, pada 21 Jul 2025, BMKG: Cuaca Ekstrem bakal Melanda Sejumlah Wilayah di Indonesia
- Menurut media Bloomberg Technoz, pada 29 Jun 2025, BMKG Imbau Masyarakat Waspadai Cuaca Ekstrim di Destinasi Wisata
- Menurut media ANTARA News, pada 19 Jul 2025, BMKG imbau waspadai cuaca ekstrem dampak tidak langsung Siklon Wipha
- Menurut media CNBC Indonesia, pada 11 Jul 2025, Suhu Dingin di Musim Kemarau Juli Efek Fenomena Aphelion? Ini Faktanya
- Menurut media netralnews.com, pada 28 Jun 2025, Dampak Perubahan Iklim Global terhadap Sektor Pertanian di Jawa Timur
- Menurut media Kompas.com, pada 31 Jul 2025, Wilayah Pulau Jawa yang Dilanda Hujan pada Awal Agustus 2025
- Menurut media kabarbaik.co, pada 04 Aug 2025, Cuaca Panas Mendera Surabaya, Suhu Terasa Capai 38 Derajat
- Menurut media RRI.co.id, pada 04 Aug 2025, Australia Dilanda Banjir dan Salju akibat Cuaca Ekstrem
- Menurut media Radarbekasi.id, pada 09 Jul 2025, Cuaca Ekstrem hingga 13 Juli, Petugas BPBD Kota Bekasi Siaga di Wilayah Rawan Banjir
- Menurut media BeritaSatu.com, pada 31 Jul 2025, Cuaca Ekstrem, Mak-mak di Berau Masak Telur Pakai Panas Matahari
- Menurut media Bloomberg Technoz, pada 07 Jul 2025, Masuk Musim Kemarau, Kok Hujan Deras bahkan Banjir? Ini Kata BMKG
- Menurut media Media Indonesia, pada 01 Aug 2025, Ahmad Luthfi: Pembangunan Rumah Sederhana Layak Huni di Jateng Terus Digencarkan
- Menurut media RRI.co.id, pada 27 Jun 2025, Curah Hujan Ekstrim Berdampak pada Daya Beli Masyarakat
- Menurut media Kompas.com, pada 10 Jul 2025, BMKG Ungkap Penyebab Fenomena Suhu Dingin di Jawa, Bali, dan Nusa Tenggara pada Juli 2025"
435,"Berdekatan dengan hari besar:
- Prophet's Birthday (05-09-2025)"
436,"Berdekatan dengan hari besar:
- Prophet's Birthday (05-09-2025)

Terjadi peristiwa:
- Menurut media Kompas.tv, pada 09 Sep 2025, BMKG: Siaga Cuaca Ekstrem 9-11 September 2025, Ini Wilayah Terdampak, Warga Diminta Waspada"
437,"Berdekatan dengan hari besar:
- Prophet's Birthday (05-09-2025)

Terjadi peristiwa:
- Menurut media Suara Surabaya, pada 11 Sep 2025, Peringatan Cuaca Ekstrem Jawa Timur
- Menurut media MetroTVNews.com, pada 11 Sep 2025, Waspada, Cuaca Ekstrem Intai Warga Malang hingga 17 September
- Menurut media Seru.co.id, pada 11 Sep 2025, BMKG Juanda Peringatkan Potensi Cuaca Ekstrem di Jatim 10-17 September 2025
- Menurut media Timex Kupang, pada 11 Sep 2025, Bali Diterjang Cuaca Ekstrim"
438,Tidak ditemukan peristiwa dalam periode tersebut.
439,"Terjadi peristiwa:
- Menurut media Jawa Pos, pada 15 Sep 2025, BPBD Jatim Lakukan Operasi Modifikasi Cuaca untuk Cegah Bencana Hidrometeorologi"
440,Tidak ditemukan peristiwa dalam periode tersebut.
441,"Terjadi peristiwa:
- Menurut media Antara News jatim, pada 28 Sep 2025, BPBD Malang catat puluhan rumah rusak imbas cuaca ekstrem
- Menurut media Kuningan Mass, pada 27 Sep 2025, Miskin Ekstrim di Kuningan Capai 51.806 Keluarga, Kini Dapat Tambahan Bansos 15.557"
442,Tidak ditemukan peristiwa dalam periode tersebut.
443,"Terjadi peristiwa:
- Menurut media Hariane.com, pada 04 Oct 2025, Prakiraan Cuaca Hari ini Sabtu 4 Oktober 2025, BMKG Peringatkan Hujan Lebat"
444,Tidak ditemukan peristiwa dalam periode tersebut.
445,"Terjadi peristiwa:
- Menurut media Mongabay.co.id, pada 16 Oct 2025, Kerentanan Perempuan Nelayan di Tengah Krisis Iklim"
446,"Terjadi peristiwa:
- Menurut media ANTARA News, pada 25 Oct 2025, Warga terdampak cuaca ekstrem di Kabupaten Bekasi capai 304 orang
- Menurut media Radar Jember, pada 27 Oct 2025, Kabar Liburan Bebas Khawatir Karena Cuaca: Wisata Indoor Menjadi Tren Utama di Tengah Musim Tak Menentu
- Menurut media RRI.co.id, pada 27 Oct 2025, Pemprov Jabar Tetapkan Status Siaga Darurat Bencana
- Menurut media Radar Tulungagung, pada 27 Oct 2025, Pengemudi Lexus Tewas Tertimpa Pohon Tumbang Raksasa di Pondok Indah, Jadi Peringatan Bencana Cuaca Ekstrem"
447,Tidak ditemukan peristiwa dalam periode tersebut.
